gvkey,splticrm,spsdrm,spsticrm,datadate,conm,tic
011537,,,,2010-04-30,WINNEBAGO INDUSTRIES,WGO
011537,,,,2010-05-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2010-06-30,WINNEBAGO INDUSTRIES,WGO
011537,,,,2010-07-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2010-08-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2010-09-30,WINNEBAGO INDUSTRIES,WGO
011537,,,,2010-10-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2010-11-30,WINNEBAGO INDUSTRIES,WGO
011537,,,,2010-12-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2011-01-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2011-02-28,WINNEBAGO INDUSTRIES,WGO
011537,,,,2011-03-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2011-04-30,WINNEBAGO INDUSTRIES,WGO
011537,,,,2011-05-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2011-06-30,WINNEBAGO INDUSTRIES,WGO
011537,,,,2011-07-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2011-08-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2011-09-30,WINNEBAGO INDUSTRIES,WGO
011537,,,,2011-10-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2011-11-30,WINNEBAGO INDUSTRIES,WGO
011537,,,,2011-12-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2012-01-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2012-02-29,WINNEBAGO INDUSTRIES,WGO
011537,,,,2012-03-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2012-04-30,WINNEBAGO INDUSTRIES,WGO
011537,,,,2012-05-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2012-06-30,WINNEBAGO INDUSTRIES,WGO
011537,,,,2012-07-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2012-08-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2012-09-30,WINNEBAGO INDUSTRIES,WGO
011537,,,,2012-10-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2012-11-30,WINNEBAGO INDUSTRIES,WGO
011537,,,,2012-12-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2013-01-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2013-02-28,WINNEBAGO INDUSTRIES,WGO
011537,,,,2013-03-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2013-04-30,WINNEBAGO INDUSTRIES,WGO
011537,,,,2013-05-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2013-06-30,WINNEBAGO INDUSTRIES,WGO
011537,,,,2013-07-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2013-08-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2013-09-30,WINNEBAGO INDUSTRIES,WGO
011537,,,,2013-10-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2013-11-30,WINNEBAGO INDUSTRIES,WGO
011537,,,,2013-12-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2014-01-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2014-02-28,WINNEBAGO INDUSTRIES,WGO
011537,,,,2014-03-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2014-04-30,WINNEBAGO INDUSTRIES,WGO
011537,,,,2014-05-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2014-06-30,WINNEBAGO INDUSTRIES,WGO
011537,,,,2014-07-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2014-08-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2014-09-30,WINNEBAGO INDUSTRIES,WGO
011537,,,,2014-10-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2014-11-30,WINNEBAGO INDUSTRIES,WGO
011537,,,,2014-12-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2015-01-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2015-02-28,WINNEBAGO INDUSTRIES,WGO
011537,,,,2015-03-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2015-04-30,WINNEBAGO INDUSTRIES,WGO
011537,,,,2015-05-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2015-06-30,WINNEBAGO INDUSTRIES,WGO
011537,,,,2015-07-31,WINNEBAGO INDUSTRIES,WGO
011537,,,,2015-08-31,WINNEBAGO INDUSTRIES,WGO
011537,BB-,,,2016-10-31,WINNEBAGO INDUSTRIES,WGO
011537,BB-,,,2016-11-30,WINNEBAGO INDUSTRIES,WGO
011537,BB-,,,2016-12-31,WINNEBAGO INDUSTRIES,WGO
011537,BB-,,,2017-01-31,WINNEBAGO INDUSTRIES,WGO
011537,BB-,,,2017-02-28,WINNEBAGO INDUSTRIES,WGO
011566,,,,2009-01-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2009-02-28,WOLVERINE WORLD WIDE,WWW
011566,,,,2009-03-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2009-04-30,WOLVERINE WORLD WIDE,WWW
011566,,,,2009-05-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2009-06-30,WOLVERINE WORLD WIDE,WWW
011566,,,,2009-07-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2009-08-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2009-09-30,WOLVERINE WORLD WIDE,WWW
011566,,,,2009-10-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2009-11-30,WOLVERINE WORLD WIDE,WWW
011566,,,,2009-12-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2010-01-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2010-02-28,WOLVERINE WORLD WIDE,WWW
011566,,,,2010-03-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2010-04-30,WOLVERINE WORLD WIDE,WWW
011566,,,,2010-05-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2010-06-30,WOLVERINE WORLD WIDE,WWW
011566,,,,2010-07-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2010-08-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2010-09-30,WOLVERINE WORLD WIDE,WWW
011566,,,,2010-10-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2010-11-30,WOLVERINE WORLD WIDE,WWW
011566,,,,2010-12-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2011-01-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2011-02-28,WOLVERINE WORLD WIDE,WWW
011566,,,,2011-03-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2011-04-30,WOLVERINE WORLD WIDE,WWW
011566,,,,2011-05-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2011-06-30,WOLVERINE WORLD WIDE,WWW
011566,,,,2011-07-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2011-08-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2011-09-30,WOLVERINE WORLD WIDE,WWW
011566,,,,2011-10-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2011-11-30,WOLVERINE WORLD WIDE,WWW
011566,,,,2011-12-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2012-01-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2012-02-29,WOLVERINE WORLD WIDE,WWW
011566,,,,2012-03-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2012-04-30,WOLVERINE WORLD WIDE,WWW
011566,,,,2012-05-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2012-06-30,WOLVERINE WORLD WIDE,WWW
011566,,,,2012-07-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2012-08-31,WOLVERINE WORLD WIDE,WWW
011566,,,,2012-09-30,WOLVERINE WORLD WIDE,WWW
011566,BB-,,,2012-10-31,WOLVERINE WORLD WIDE,WWW
011566,BB-,,,2012-11-30,WOLVERINE WORLD WIDE,WWW
011566,BB-,,,2012-12-31,WOLVERINE WORLD WIDE,WWW
011566,BB-,,,2013-01-31,WOLVERINE WORLD WIDE,WWW
011566,BB-,,,2013-02-28,WOLVERINE WORLD WIDE,WWW
011566,BB-,,,2013-03-31,WOLVERINE WORLD WIDE,WWW
011566,BB-,,,2013-04-30,WOLVERINE WORLD WIDE,WWW
011566,BB-,,,2013-05-31,WOLVERINE WORLD WIDE,WWW
011566,BB-,,,2013-06-30,WOLVERINE WORLD WIDE,WWW
011566,BB-,,,2013-07-31,WOLVERINE WORLD WIDE,WWW
011566,BB-,,,2013-08-31,WOLVERINE WORLD WIDE,WWW
011566,BB-,,,2013-09-30,WOLVERINE WORLD WIDE,WWW
011566,BB-,,,2013-10-31,WOLVERINE WORLD WIDE,WWW
011566,BB-,,,2013-11-30,WOLVERINE WORLD WIDE,WWW
011566,BB-,,,2013-12-31,WOLVERINE WORLD WIDE,WWW
011566,BB-,,,2014-01-31,WOLVERINE WORLD WIDE,WWW
011566,BB-,,,2014-02-28,WOLVERINE WORLD WIDE,WWW
011566,BB-,,,2014-03-31,WOLVERINE WORLD WIDE,WWW
011566,BB-,,,2014-04-30,WOLVERINE WORLD WIDE,WWW
011566,BB,,,2014-05-31,WOLVERINE WORLD WIDE,WWW
011566,BB,,,2014-06-30,WOLVERINE WORLD WIDE,WWW
011566,BB,,,2014-07-31,WOLVERINE WORLD WIDE,WWW
011566,BB,,,2014-08-31,WOLVERINE WORLD WIDE,WWW
011566,BB,,,2014-09-30,WOLVERINE WORLD WIDE,WWW
011566,BB,,,2014-10-31,WOLVERINE WORLD WIDE,WWW
011566,BB,,,2014-11-30,WOLVERINE WORLD WIDE,WWW
011566,BB,,,2014-12-31,WOLVERINE WORLD WIDE,WWW
011566,BB,,,2015-01-31,WOLVERINE WORLD WIDE,WWW
011566,BB,,,2015-02-28,WOLVERINE WORLD WIDE,WWW
011566,BB,,,2015-03-31,WOLVERINE WORLD WIDE,WWW
011566,BB,,,2015-04-30,WOLVERINE WORLD WIDE,WWW
011566,BB,,,2015-05-31,WOLVERINE WORLD WIDE,WWW
011566,BB,,,2015-06-30,WOLVERINE WORLD WIDE,WWW
011566,BB,,,2015-07-31,WOLVERINE WORLD WIDE,WWW
011566,BB+,,,2015-08-31,WOLVERINE WORLD WIDE,WWW
011566,BB+,,,2015-09-30,WOLVERINE WORLD WIDE,WWW
011566,BB+,,,2015-10-31,WOLVERINE WORLD WIDE,WWW
011566,BB+,,,2015-11-30,WOLVERINE WORLD WIDE,WWW
011566,BB+,,,2015-12-31,WOLVERINE WORLD WIDE,WWW
011566,BB+,,,2016-01-31,WOLVERINE WORLD WIDE,WWW
011566,BB+,,,2016-02-29,WOLVERINE WORLD WIDE,WWW
011566,BB+,,,2016-03-31,WOLVERINE WORLD WIDE,WWW
011566,BB+,,,2016-04-30,WOLVERINE WORLD WIDE,WWW
011566,BB+,,,2016-05-31,WOLVERINE WORLD WIDE,WWW
011566,BB+,,,2016-06-30,WOLVERINE WORLD WIDE,WWW
011566,BB+,,,2016-07-31,WOLVERINE WORLD WIDE,WWW
011566,BB+,,,2016-08-31,WOLVERINE WORLD WIDE,WWW
011566,BB+,,,2016-09-30,WOLVERINE WORLD WIDE,WWW
011566,BB+,,,2016-10-31,WOLVERINE WORLD WIDE,WWW
011566,BB+,,,2016-11-30,WOLVERINE WORLD WIDE,WWW
011566,BB+,,,2016-12-31,WOLVERINE WORLD WIDE,WWW
011566,BB+,,,2017-01-31,WOLVERINE WORLD WIDE,WWW
011566,BB+,,,2017-02-28,WOLVERINE WORLD WIDE,WWW
011580,,,,2009-01-31,WOODWARD INC,WWD
011580,,,,2009-02-28,WOODWARD INC,WWD
011580,,,,2009-03-31,WOODWARD INC,WWD
011580,,,,2009-04-30,WOODWARD INC,WWD
011580,,,,2009-05-31,WOODWARD INC,WWD
011580,,,,2009-06-30,WOODWARD INC,WWD
011580,,,,2009-07-31,WOODWARD INC,WWD
011580,,,,2009-08-31,WOODWARD INC,WWD
011580,,,,2009-09-30,WOODWARD INC,WWD
011580,,,,2009-10-31,WOODWARD INC,WWD
011580,,,,2009-11-30,WOODWARD INC,WWD
011580,,,,2009-12-31,WOODWARD INC,WWD
011580,,,,2010-01-31,WOODWARD INC,WWD
011580,,,,2010-02-28,WOODWARD INC,WWD
011580,,,,2010-03-31,WOODWARD INC,WWD
011580,,,,2010-04-30,WOODWARD INC,WWD
011580,,,,2010-05-31,WOODWARD INC,WWD
011580,,,,2010-06-30,WOODWARD INC,WWD
011580,,,,2010-07-31,WOODWARD INC,WWD
011580,,,,2010-08-31,WOODWARD INC,WWD
011580,,,,2010-09-30,WOODWARD INC,WWD
011580,,,,2010-10-31,WOODWARD INC,WWD
011580,,,,2010-11-30,WOODWARD INC,WWD
011580,,,,2010-12-31,WOODWARD INC,WWD
011580,,,,2011-01-31,WOODWARD INC,WWD
011580,,,,2011-02-28,WOODWARD INC,WWD
011580,,,,2011-03-31,WOODWARD INC,WWD
011580,,,,2011-04-30,WOODWARD INC,WWD
011580,,,,2011-05-31,WOODWARD INC,WWD
011580,,,,2011-06-30,WOODWARD INC,WWD
011580,,,,2011-07-31,WOODWARD INC,WWD
011580,,,,2011-08-31,WOODWARD INC,WWD
011580,,,,2011-09-30,WOODWARD INC,WWD
011580,,,,2011-10-31,WOODWARD INC,WWD
011580,,,,2011-11-30,WOODWARD INC,WWD
011580,,,,2011-12-31,WOODWARD INC,WWD
011580,,,,2012-01-31,WOODWARD INC,WWD
011580,,,,2012-02-29,WOODWARD INC,WWD
011580,,,,2012-03-31,WOODWARD INC,WWD
011580,,,,2012-04-30,WOODWARD INC,WWD
011580,,,,2012-05-31,WOODWARD INC,WWD
011580,,,,2012-06-30,WOODWARD INC,WWD
011580,,,,2012-07-31,WOODWARD INC,WWD
011580,,,,2012-08-31,WOODWARD INC,WWD
011580,,,,2012-09-30,WOODWARD INC,WWD
011580,,,,2012-10-31,WOODWARD INC,WWD
011580,,,,2012-11-30,WOODWARD INC,WWD
011580,,,,2012-12-31,WOODWARD INC,WWD
011580,,,,2013-01-31,WOODWARD INC,WWD
011580,,,,2013-02-28,WOODWARD INC,WWD
011580,,,,2013-03-31,WOODWARD INC,WWD
011580,,,,2013-04-30,WOODWARD INC,WWD
011580,,,,2013-05-31,WOODWARD INC,WWD
011580,,,,2013-06-30,WOODWARD INC,WWD
011580,,,,2013-07-31,WOODWARD INC,WWD
011580,,,,2013-08-31,WOODWARD INC,WWD
011580,,,,2013-09-30,WOODWARD INC,WWD
011580,,,,2013-10-31,WOODWARD INC,WWD
011580,,,,2013-11-30,WOODWARD INC,WWD
011580,,,,2013-12-31,WOODWARD INC,WWD
011580,,,,2014-01-31,WOODWARD INC,WWD
011580,,,,2014-02-28,WOODWARD INC,WWD
011580,,,,2014-03-31,WOODWARD INC,WWD
011580,,,,2014-04-30,WOODWARD INC,WWD
011580,,,,2014-05-31,WOODWARD INC,WWD
011580,,,,2014-06-30,WOODWARD INC,WWD
011580,,,,2014-07-31,WOODWARD INC,WWD
011580,,,,2014-08-31,WOODWARD INC,WWD
011580,,,,2014-09-30,WOODWARD INC,WWD
011580,,,,2014-10-31,WOODWARD INC,WWD
011580,,,,2014-11-30,WOODWARD INC,WWD
011580,,,,2014-12-31,WOODWARD INC,WWD
011580,,,,2015-01-31,WOODWARD INC,WWD
011580,,,,2015-02-28,WOODWARD INC,WWD
011580,,,,2015-03-31,WOODWARD INC,WWD
011580,,,,2015-04-30,WOODWARD INC,WWD
011580,,,,2015-05-31,WOODWARD INC,WWD
011580,,,,2015-06-30,WOODWARD INC,WWD
011580,,,,2015-07-31,WOODWARD INC,WWD
011580,,,,2015-08-31,WOODWARD INC,WWD
011584,BB-,,,2009-01-31,FOOT LOCKER INC,FL
011584,BB-,,,2009-02-28,FOOT LOCKER INC,FL
011584,BB-,,,2009-03-31,FOOT LOCKER INC,FL
011584,BB-,,,2009-04-30,FOOT LOCKER INC,FL
011584,BB-,,,2009-05-31,FOOT LOCKER INC,FL
011584,BB-,,,2009-06-30,FOOT LOCKER INC,FL
011584,BB-,,,2009-07-31,FOOT LOCKER INC,FL
011584,BB-,,,2009-08-31,FOOT LOCKER INC,FL
011584,BB-,,,2009-09-30,FOOT LOCKER INC,FL
011584,BB-,,,2009-10-31,FOOT LOCKER INC,FL
011584,B+,,,2009-11-30,FOOT LOCKER INC,FL
011584,B+,,,2009-12-31,FOOT LOCKER INC,FL
011584,B+,,,2010-01-31,FOOT LOCKER INC,FL
011584,B+,,,2010-02-28,FOOT LOCKER INC,FL
011584,B+,,,2010-03-31,FOOT LOCKER INC,FL
011584,B+,,,2010-04-30,FOOT LOCKER INC,FL
011584,B+,,,2010-05-31,FOOT LOCKER INC,FL
011584,B+,,,2010-06-30,FOOT LOCKER INC,FL
011584,B+,,,2010-07-31,FOOT LOCKER INC,FL
011584,B+,,,2010-08-31,FOOT LOCKER INC,FL
011584,B+,,,2010-09-30,FOOT LOCKER INC,FL
011584,B+,,,2010-10-31,FOOT LOCKER INC,FL
011584,B+,,,2010-11-30,FOOT LOCKER INC,FL
011584,B+,,,2010-12-31,FOOT LOCKER INC,FL
011584,B+,,,2011-01-31,FOOT LOCKER INC,FL
011584,B+,,,2011-02-28,FOOT LOCKER INC,FL
011584,BB-,,,2011-03-31,FOOT LOCKER INC,FL
011584,BB-,,,2011-04-30,FOOT LOCKER INC,FL
011584,BB-,,,2011-05-31,FOOT LOCKER INC,FL
011584,BB-,,,2011-06-30,FOOT LOCKER INC,FL
011584,BB-,,,2011-07-31,FOOT LOCKER INC,FL
011584,BB-,,,2011-08-31,FOOT LOCKER INC,FL
011584,BB-,,,2011-09-30,FOOT LOCKER INC,FL
011584,BB-,,,2011-10-31,FOOT LOCKER INC,FL
011584,BB-,,,2011-11-30,FOOT LOCKER INC,FL
011584,BB-,,,2011-12-31,FOOT LOCKER INC,FL
011584,BB-,,,2012-01-31,FOOT LOCKER INC,FL
011584,BB-,,,2012-02-29,FOOT LOCKER INC,FL
011584,BB,,,2012-03-31,FOOT LOCKER INC,FL
011584,BB,,,2012-04-30,FOOT LOCKER INC,FL
011584,BB,,,2012-05-31,FOOT LOCKER INC,FL
011584,BB,,,2012-06-30,FOOT LOCKER INC,FL
011584,BB,,,2012-07-31,FOOT LOCKER INC,FL
011584,BB,,,2012-08-31,FOOT LOCKER INC,FL
011584,BB,,,2012-09-30,FOOT LOCKER INC,FL
011584,BB+,,,2012-10-31,FOOT LOCKER INC,FL
011584,BB+,,,2012-11-30,FOOT LOCKER INC,FL
011584,BB+,,,2012-12-31,FOOT LOCKER INC,FL
011584,BB+,,,2013-01-31,FOOT LOCKER INC,FL
011584,BB+,,,2013-02-28,FOOT LOCKER INC,FL
011584,BB+,,,2013-03-31,FOOT LOCKER INC,FL
011584,BB+,,,2013-04-30,FOOT LOCKER INC,FL
011584,BB+,,,2013-05-31,FOOT LOCKER INC,FL
011584,BB+,,,2013-06-30,FOOT LOCKER INC,FL
011584,BB+,,,2013-07-31,FOOT LOCKER INC,FL
011584,BB+,,,2013-08-31,FOOT LOCKER INC,FL
011584,BB+,,,2013-09-30,FOOT LOCKER INC,FL
011584,BB+,,,2013-10-31,FOOT LOCKER INC,FL
011584,BB+,,,2013-11-30,FOOT LOCKER INC,FL
011584,BB+,,,2013-12-31,FOOT LOCKER INC,FL
011584,BB+,,,2014-01-31,FOOT LOCKER INC,FL
011584,BB+,,,2014-02-28,FOOT LOCKER INC,FL
011584,BB+,,,2014-03-31,FOOT LOCKER INC,FL
011584,BB+,,,2014-04-30,FOOT LOCKER INC,FL
011584,BB+,,,2014-05-31,FOOT LOCKER INC,FL
011584,BB+,,,2014-06-30,FOOT LOCKER INC,FL
011584,BB+,,,2014-07-31,FOOT LOCKER INC,FL
011584,BB+,,,2014-08-31,FOOT LOCKER INC,FL
011584,BB+,,,2014-09-30,FOOT LOCKER INC,FL
011584,BB+,,,2014-10-31,FOOT LOCKER INC,FL
011584,BB+,,,2014-11-30,FOOT LOCKER INC,FL
011584,BB+,,,2014-12-31,FOOT LOCKER INC,FL
011584,BB+,,,2015-01-31,FOOT LOCKER INC,FL
011584,BB+,,,2015-02-28,FOOT LOCKER INC,FL
011584,BB+,,,2015-03-31,FOOT LOCKER INC,FL
011584,BB+,,,2015-04-30,FOOT LOCKER INC,FL
011584,BB+,,,2015-05-31,FOOT LOCKER INC,FL
011584,BB+,,,2015-06-30,FOOT LOCKER INC,FL
011584,BB+,,,2015-07-31,FOOT LOCKER INC,FL
011584,BB+,,,2015-08-31,FOOT LOCKER INC,FL
011584,BB+,,,2015-09-30,FOOT LOCKER INC,FL
011584,BB+,,,2015-10-31,FOOT LOCKER INC,FL
011584,BB+,,,2015-11-30,FOOT LOCKER INC,FL
011584,BB+,,,2015-12-31,FOOT LOCKER INC,FL
011584,BB+,,,2016-01-31,FOOT LOCKER INC,FL
011584,BB+,,,2016-02-29,FOOT LOCKER INC,FL
011584,BB+,,,2016-03-31,FOOT LOCKER INC,FL
011584,BB+,,,2016-04-30,FOOT LOCKER INC,FL
011584,BB+,,,2016-05-31,FOOT LOCKER INC,FL
011584,BB+,,,2016-06-30,FOOT LOCKER INC,FL
011584,BB+,,,2016-07-31,FOOT LOCKER INC,FL
011584,BB+,,,2016-08-31,FOOT LOCKER INC,FL
011584,BB+,,,2016-09-30,FOOT LOCKER INC,FL
011584,BB+,,,2016-10-31,FOOT LOCKER INC,FL
011584,BB+,,,2016-11-30,FOOT LOCKER INC,FL
011584,BB+,,,2016-12-31,FOOT LOCKER INC,FL
011584,BB+,,,2017-01-31,FOOT LOCKER INC,FL
011584,BB+,,,2017-02-28,FOOT LOCKER INC,FL
011600,BBB,,,2009-01-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2009-02-28,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2009-03-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2009-04-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2009-05-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2009-06-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2009-07-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2009-08-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2009-09-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2009-10-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2009-11-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2009-12-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2010-01-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2010-02-28,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2010-03-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2010-04-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2010-05-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2010-06-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2010-07-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2010-08-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2010-09-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2010-10-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2010-11-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2010-12-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2011-01-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2011-02-28,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2011-03-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2011-04-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2011-05-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2011-06-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2011-07-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2011-08-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2011-09-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2011-10-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2011-11-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2011-12-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2012-01-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2012-02-29,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2012-03-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2012-04-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2012-05-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2012-06-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2012-07-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2012-08-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2012-09-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2012-10-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2012-11-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2012-12-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2013-01-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2013-02-28,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2013-03-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2013-04-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2013-05-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2013-06-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2013-07-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2013-08-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2013-09-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2013-10-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2013-11-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2013-12-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2014-01-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2014-02-28,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2014-03-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2014-04-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2014-05-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2014-06-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2014-07-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2014-08-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2014-09-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2014-10-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2014-11-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2014-12-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2015-01-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2015-02-28,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2015-03-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2015-04-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2015-05-31,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2015-06-30,WORTHINGTON ENTERPRISES INC,WOR
011600,BBB,,,2015-07-31,WORTHINGTON ENTERPRISES INC,WOR
