Quarter,Companies,Tone,Positive Score,Negative Score,Polarity Score,Activity Reference Density,Self/Group Reference Density,Word Count 
2013Q4,ACI,,,,,,,
2014Q1,ACI,,,,,,,
2014Q2,ACI,,,,,,,
2014Q3,ACI,,,,,,,
2014Q4,ACI,,,,,,,
2015Q1,ACI,,,,,,,
2015Q2,ACI,,,,,,,
2015Q3,ACI,-0.04963057181359632,1.5741096680544204,1.623740239868016,3.197849907922436,21.793527329599712,0.5296437200975265,386.3954802259887
2015Q4,ACI,-0.7431296842162299,1.5066780205965447,2.2498077048127745,3.756485725409318,22.00555061443342,0.39702175876654944,424.54761904761904
2016Q1,ACI,0.4299233371492778,2.8394296170071938,2.409506279857916,5.248935896865106,20.38097962502182,0.6705697100833458,1124.5
