INFO:root:Epoch 0: Train Loss: 3.170, Train Accuracy: 0.036, Test Loss: 3.067, Test Accuracy: 0.000
INFO:root:Epoch 1: Train Loss: 3.048, Train Accuracy: 0.184, Test Loss: 3.050, Test Accuracy: 0.040
INFO:root:Epoch 2: Train Loss: 2.937, Train Accuracy: 0.235, Test Loss: 3.015, Test Accuracy: 0.120
INFO:root:Epoch 3: Train Loss: 2.877, Train Accuracy: 0.190, Test Loss: 2.937, Test Accuracy: 0.160
INFO:root:Epoch 4: Train Loss: 2.754, Train Accuracy: 0.275, Test Loss: 2.864, Test Accuracy: 0.140
INFO:root:Epoch 5: Train Loss: 2.687, Train Accuracy: 0.248, Test Loss: 2.802, Test Accuracy: 0.140
INFO:root:Epoch 6: Train Loss: 2.623, Train Accuracy: 0.255, Test Loss: 2.741, Test Accuracy: 0.220
INFO:root:Epoch 7: Train Loss: 2.559, Train Accuracy: 0.273, Test Loss: 2.676, Test Accuracy: 0.200
INFO:root:Epoch 8: Train Loss: 2.493, Train Accuracy: 0.283, Test Loss: 2.641, Test Accuracy: 0.210
INFO:root:Epoch 9: Train Loss: 2.479, Train Accuracy: 0.249, Test Loss: 2.625, Test Accuracy: 0.210
INFO:root:Epoch 10: Train Loss: 2.417, Train Accuracy: 0.292, Test Loss: 2.592, Test Accuracy: 0.210
INFO:root:Epoch 11: Train Loss: 2.419, Train Accuracy: 0.253, Test Loss: 2.532, Test Accuracy: 0.180
INFO:root:Epoch 12: Train Loss: 2.372, Train Accuracy: 0.255, Test Loss: 2.469, Test Accuracy: 0.180
INFO:root:Epoch 13: Train Loss: 2.318, Train Accuracy: 0.280, Test Loss: 2.420, Test Accuracy: 0.140
INFO:root:Epoch 14: Train Loss: 2.277, Train Accuracy: 0.313, Test Loss: 2.376, Test Accuracy: 0.230
INFO:root:Epoch 15: Train Loss: 2.280, Train Accuracy: 0.328, Test Loss: 2.371, Test Accuracy: 0.220
INFO:root:Epoch 16: Train Loss: 2.210, Train Accuracy: 0.358, Test Loss: 2.337, Test Accuracy: 0.230
INFO:root:Epoch 17: Train Loss: 2.196, Train Accuracy: 0.381, Test Loss: 2.301, Test Accuracy: 0.240
INFO:root:Epoch 18: Train Loss: 2.183, Train Accuracy: 0.369, Test Loss: 2.262, Test Accuracy: 0.240
INFO:root:Epoch 19: Train Loss: 2.148, Train Accuracy: 0.359, Test Loss: 2.267, Test Accuracy: 0.240
INFO:root:Epoch 20: Train Loss: 2.163, Train Accuracy: 0.333, Test Loss: 2.272, Test Accuracy: 0.240
INFO:root:Epoch 21: Train Loss: 2.125, Train Accuracy: 0.343, Test Loss: 2.264, Test Accuracy: 0.220
INFO:root:Epoch 22: Train Loss: 2.064, Train Accuracy: 0.414, Test Loss: 2.229, Test Accuracy: 0.180
INFO:root:Epoch 23: Train Loss: 2.120, Train Accuracy: 0.363, Test Loss: 2.214, Test Accuracy: 0.200
INFO:root:Epoch 24: Train Loss: 2.043, Train Accuracy: 0.384, Test Loss: 2.217, Test Accuracy: 0.170
INFO:root:Epoch 25: Train Loss: 2.038, Train Accuracy: 0.369, Test Loss: 2.154, Test Accuracy: 0.220
INFO:root:Epoch 26: Train Loss: 2.004, Train Accuracy: 0.376, Test Loss: 2.152, Test Accuracy: 0.250
INFO:root:Epoch 27: Train Loss: 1.995, Train Accuracy: 0.402, Test Loss: 2.200, Test Accuracy: 0.220
INFO:root:Epoch 28: Train Loss: 1.990, Train Accuracy: 0.418, Test Loss: 2.189, Test Accuracy: 0.290
INFO:root:Epoch 29: Train Loss: 1.980, Train Accuracy: 0.434, Test Loss: 2.155, Test Accuracy: 0.290
INFO:root:Epoch 30: Train Loss: 1.955, Train Accuracy: 0.439, Test Loss: 2.151, Test Accuracy: 0.300
INFO:root:Epoch 31: Train Loss: 1.952, Train Accuracy: 0.412, Test Loss: 2.118, Test Accuracy: 0.260
INFO:root:Epoch 32: Train Loss: 1.926, Train Accuracy: 0.434, Test Loss: 2.105, Test Accuracy: 0.260
INFO:root:Epoch 33: Train Loss: 1.898, Train Accuracy: 0.437, Test Loss: 2.081, Test Accuracy: 0.650
INFO:root:Epoch 34: Train Loss: 1.891, Train Accuracy: 0.513, Test Loss: 2.045, Test Accuracy: 0.530
INFO:root:Epoch 35: Train Loss: 1.905, Train Accuracy: 0.487, Test Loss: 1.996, Test Accuracy: 0.590
