INFO:root:Epoch 0: Train Loss: 3.056, Train Accuracy: 0.159, Test Loss: 2.755, Test Accuracy: 0.187
INFO:root:Epoch 1: Train Loss: 2.775, Train Accuracy: 0.213, Test Loss: 2.641, Test Accuracy: 0.175
INFO:root:Epoch 2: Train Loss: 2.609, Train Accuracy: 0.206, Test Loss: 2.608, Test Accuracy: 0.149
INFO:root:Epoch 3: Train Loss: 2.532, Train Accuracy: 0.212, Test Loss: 2.482, Test Accuracy: 0.140
INFO:root:Epoch 4: Train Loss: 2.459, Train Accuracy: 0.210, Test Loss: 2.434, Test Accuracy: 0.156
INFO:root:Epoch 5: Train Loss: 2.437, Train Accuracy: 0.221, Test Loss: 2.348, Test Accuracy: 0.239
INFO:root:Epoch 6: Train Loss: 2.378, Train Accuracy: 0.228, Test Loss: 2.373, Test Accuracy: 0.152
INFO:root:Epoch 7: Train Loss: 2.342, Train Accuracy: 0.230, Test Loss: 2.305, Test Accuracy: 0.201
INFO:root:Epoch 8: Train Loss: 2.347, Train Accuracy: 0.225, Test Loss: 2.302, Test Accuracy: 0.155
INFO:root:Epoch 9: Train Loss: 2.325, Train Accuracy: 0.218, Test Loss: 2.336, Test Accuracy: 0.185
INFO:root:Epoch 10: Train Loss: 2.292, Train Accuracy: 0.242, Test Loss: 2.230, Test Accuracy: 0.285
INFO:root:Epoch 11: Train Loss: 2.272, Train Accuracy: 0.275, Test Loss: 2.187, Test Accuracy: 0.324
INFO:root:Epoch 12: Train Loss: 2.235, Train Accuracy: 0.275, Test Loss: 2.192, Test Accuracy: 0.258
INFO:root:Epoch 13: Train Loss: 2.212, Train Accuracy: 0.263, Test Loss: 2.167, Test Accuracy: 0.254
INFO:root:Epoch 14: Train Loss: 2.188, Train Accuracy: 0.243, Test Loss: 2.154, Test Accuracy: 0.288
INFO:root:Epoch 15: Train Loss: 2.208, Train Accuracy: 0.257, Test Loss: 2.172, Test Accuracy: 0.246
INFO:root:Epoch 16: Train Loss: 2.170, Train Accuracy: 0.285, Test Loss: 2.107, Test Accuracy: 0.330
INFO:root:Epoch 17: Train Loss: 2.145, Train Accuracy: 0.291, Test Loss: 2.115, Test Accuracy: 0.343
INFO:root:Epoch 18: Train Loss: 2.156, Train Accuracy: 0.287, Test Loss: 2.113, Test Accuracy: 0.305
INFO:root:Epoch 19: Train Loss: 2.128, Train Accuracy: 0.282, Test Loss: 2.094, Test Accuracy: 0.289
INFO:root:Epoch 20: Train Loss: 2.134, Train Accuracy: 0.292, Test Loss: 2.094, Test Accuracy: 0.312
INFO:root:Epoch 21: Train Loss: 2.122, Train Accuracy: 0.307, Test Loss: 2.075, Test Accuracy: 0.295
INFO:root:Epoch 22: Train Loss: 2.084, Train Accuracy: 0.314, Test Loss: 2.007, Test Accuracy: 0.337
INFO:root:Epoch 23: Train Loss: 2.085, Train Accuracy: 0.328, Test Loss: 2.024, Test Accuracy: 0.353
INFO:root:Epoch 0: Train Loss: 2.114, Train Accuracy: 0.300, Test Loss: 2.015, Test Accuracy: 0.243
INFO:root:Epoch 1: Train Loss: 2.082, Train Accuracy: 0.300, Test Loss: 2.048, Test Accuracy: 0.379
INFO:root:Epoch 2: Train Loss: 2.108, Train Accuracy: 0.305, Test Loss: 2.016, Test Accuracy: 0.326
INFO:root:Epoch 3: Train Loss: 2.074, Train Accuracy: 0.320, Test Loss: 1.971, Test Accuracy: 0.284
INFO:root:Epoch 4: Train Loss: 2.035, Train Accuracy: 0.305, Test Loss: 1.991, Test Accuracy: 0.309
INFO:root:Epoch 5: Train Loss: 2.078, Train Accuracy: 0.333, Test Loss: 1.922, Test Accuracy: 0.367
INFO:root:Epoch 6: Train Loss: 2.057, Train Accuracy: 0.323, Test Loss: 2.025, Test Accuracy: 0.277
INFO:root:Epoch 7: Train Loss: 2.043, Train Accuracy: 0.325, Test Loss: 1.904, Test Accuracy: 0.382
INFO:root:Epoch 8: Train Loss: 2.037, Train Accuracy: 0.322, Test Loss: 1.918, Test Accuracy: 0.354
INFO:root:Epoch 9: Train Loss: 2.059, Train Accuracy: 0.332, Test Loss: 1.987, Test Accuracy: 0.314
INFO:root:Epoch 10: Train Loss: 2.067, Train Accuracy: 0.300, Test Loss: 1.994, Test Accuracy: 0.258
INFO:root:Epoch 11: Train Loss: 2.072, Train Accuracy: 0.341, Test Loss: 1.938, Test Accuracy: 0.361
INFO:root:Epoch 12: Train Loss: 2.071, Train Accuracy: 0.319, Test Loss: 1.986, Test Accuracy: 0.325
INFO:root:Epoch 13: Train Loss: 2.049, Train Accuracy: 0.296, Test Loss: 1.994, Test Accuracy: 0.312
INFO:root:Epoch 14: Train Loss: 2.038, Train Accuracy: 0.278, Test Loss: 1.964, Test Accuracy: 0.367
INFO:root:Epoch 15: Train Loss: 2.076, Train Accuracy: 0.308, Test Loss: 1.966, Test Accuracy: 0.332
INFO:root:Epoch 16: Train Loss: 2.022, Train Accuracy: 0.317, Test Loss: 1.900, Test Accuracy: 0.360
INFO:root:Epoch 17: Train Loss: 1.966, Train Accuracy: 0.320, Test Loss: 1.910, Test Accuracy: 0.343
INFO:root:Epoch 18: Train Loss: 2.009, Train Accuracy: 0.310, Test Loss: 1.922, Test Accuracy: 0.362
INFO:root:Epoch 19: Train Loss: 1.991, Train Accuracy: 0.316, Test Loss: 1.869, Test Accuracy: 0.380
INFO:root:Epoch 20: Train Loss: 1.989, Train Accuracy: 0.289, Test Loss: 1.901, Test Accuracy: 0.354
INFO:root:Epoch 21: Train Loss: 1.982, Train Accuracy: 0.341, Test Loss: 1.883, Test Accuracy: 0.362
INFO:root:Epoch 22: Train Loss: 1.938, Train Accuracy: 0.328, Test Loss: 1.864, Test Accuracy: 0.355
INFO:root:Epoch 23: Train Loss: 1.940, Train Accuracy: 0.333, Test Loss: 1.859, Test Accuracy: 0.388
INFO:root:Epoch 24: Train Loss: 1.955, Train Accuracy: 0.376, Test Loss: 1.860, Test Accuracy: 0.355
INFO:root:Epoch 25: Train Loss: 1.937, Train Accuracy: 0.332, Test Loss: 1.818, Test Accuracy: 0.408
INFO:root:Epoch 26: Train Loss: 1.915, Train Accuracy: 0.375, Test Loss: 1.815, Test Accuracy: 0.400
INFO:root:Epoch 27: Train Loss: 1.942, Train Accuracy: 0.303, Test Loss: 1.873, Test Accuracy: 0.355
INFO:root:Epoch 28: Train Loss: 1.915, Train Accuracy: 0.352, Test Loss: 1.791, Test Accuracy: 0.375
INFO:root:Epoch 29: Train Loss: 1.933, Train Accuracy: 0.347, Test Loss: 1.745, Test Accuracy: 0.418
INFO:root:Epoch 30: Train Loss: 1.929, Train Accuracy: 0.342, Test Loss: 1.758, Test Accuracy: 0.469
INFO:root:Epoch 31: Train Loss: 1.897, Train Accuracy: 0.355, Test Loss: 1.770, Test Accuracy: 0.442
INFO:root:Epoch 32: Train Loss: 1.917, Train Accuracy: 0.340, Test Loss: 1.831, Test Accuracy: 0.351
INFO:root:Epoch 33: Train Loss: 1.941, Train Accuracy: 0.318, Test Loss: 1.818, Test Accuracy: 0.354
INFO:root:Epoch 34: Train Loss: 1.972, Train Accuracy: 0.321, Test Loss: 1.839, Test Accuracy: 0.361
INFO:root:Epoch 35: Train Loss: 1.941, Train Accuracy: 0.374, Test Loss: 1.749, Test Accuracy: 0.448
INFO:root:Epoch 36: Train Loss: 1.955, Train Accuracy: 0.380, Test Loss: 1.756, Test Accuracy: 0.397
INFO:root:Epoch 37: Train Loss: 1.928, Train Accuracy: 0.371, Test Loss: 1.799, Test Accuracy: 0.397
